id	title	state	agency	type	types	categories	status	status_date	enacted_date	amended_date	significant_update_date	text
11725	Alternative Fuels Technician Certificates	OK		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'AFTMKTCONV', 'title': 'Aftermarket Conversions', 'category_type': 'tech'}, {'code': 'MAN', 'title': 'Alternative Fuel Vehicle (AFV) Manufacturer / Retrofitter', 'category_type': 'user'}, {'code': 'BIOD', 'title': 'Biodiesel', 'category_type': 'tech'}, {'code': 'ETH', 'title': 'Ethanol', 'category_type': 'tech'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}]	enacted	2016-04-21	2016-04-21T00:00:00Z	None	8/17/2016	The Department of Labor (DOL) will issue a certificate to any person who has successfully passed the appropriate alternative fuels equipment, alternative fuels compression, or electric vehicle technician examination as provided in the Alternative Fuels Technician Certification Act. A certification fee applies. For companies, partnerships, or corporations involved in the business of installing, servicing, repairing, modifying, or renovating equipment used in converting or modifying engines or fueling equipment to be used with alternative fuels, DOL will issue a separate certificate. Alternative fuels include propane, natural gas, methanol, ethanol, electricity, hydrogen, biodiesel, and more.<p></p>DOL can issue an alternative fuels trainee certificate to any person who submits a trainee application within 15 business days of being hired by a licensed alternative fuels conversion or fueling station installation company.<p></p>(Reference <a href="http://www.oklegislature.gov/index.aspx">Oklahoma Statutes</a> 40-142.3 and 40-142.8)\n
11729	Electric Vehicle (EV) Charging Rate Reduction - BGE	MD		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'TOU', 'title': 'Time-of-Use Rate', 'category_type': 'incentive'}]	enacted	2016-06-28	2016-06-28T00:00:00Z	None	5/12/2020	<p>Baltimore Gas and Electric Company (BGE) offers time-of-use (TOU) rate for residential customers that own or lease an EV. Eligible customers must own a qualified Level 2 EV charging station, capable of separately tracking EV charging data. For more information, including qualifying EV charging stations, see the BGE <a href="https://www.bge.com/SmartEnergy/InnovationTechnology/Pages/EVTOURate.aspx">EVsmart Vehicle Charging TOU Rate</a> website.</p>
11734	State Agency Electric Vehicle (EV) and EV Charging Station Procurement	NH		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'REQ', 'title': 'Acquisition / Fuel Use', 'category_type': 'regulation'}, {'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}]	enacted	2016-05-06	2016-05-06T00:00:00Z	None	9/14/2016	<p>The state must pursue EV procurement opportunities for in the state fleet and install EV charging stations for use by state agencies. Where feasible and recommended by the State Government Energy Committee, state offices with more than 50 employees may also make EV charging stations available for employees, as long as energy cost is reimbursed by users.</p><p>(Reference <a href='https://sos.nh.gov/administration/miscellaneous/executive-orders/'>Executive Order 2016-03</a>)</p>
11748	Electric Vehicle (EV) Charging Station and Charging Incentive - Sonoma Clean Power (SCP)	CA		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'incentive'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	11/23/2016	<p>Qualified SCP customers are eligible to receive a free Level 2 EV charging station with Wi-Fi capabilities. Customers are responsible for shipping and installation costs. Customers may also receive $5 per month for connecting the EV charging station to the GridSavvy Rewards program. Other terms and conditions may apply. For more information, see the SCP <a href="https://sonomacleanpower.org/programs/gridsavvy">GridSavvy</a> website.</p>
11756	Public Electric Vehicle (EV) Charging Station Requirements	MA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2017-01-03	2017-01-03T00:00:00Z	None	1/23/2017	<p>Owners and operators of public EV charging stations that require payment must provide payment options that allow access by the public. In addition, payment should not require users to pay a subscription fee or obtain a membership of any kind; however, required fees may be conditional on such memberships. Owners and operators can impose reasonable restrictions on EV charging station use, such as limiting access to visitors of the business. In addition, owners and operators of public EV charging stations must provide the location, hours of operation, payment, and characteristics of each EV charging station to the U.S. Department of Energy’s Alternative Fuels Data Center.</p><p>(Reference <a href='http://www.malegislature.gov/Laws/GeneralLaws/'>Massachusetts General Laws Chapter 25A, Section 16B-16E</a>)</p>
11757	Zero Emission Vehicle (ZEV) Parking Space Regulations	MA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2017-01-03	2017-01-03T00:00:00Z	None	1/23/2017	<p>A city or town may restrict certain parking areas for ZEVs, which includes all-electric vehicles, plug-in hybrid electric vehicles, and fuel cell vehicles. A person who is found responsible for a violation of the restricted parking area may be subject to a penalty of no more than $50 and the vehicle may be removed from the parking spot.</p><p>(Reference <a href='http://www.malegislature.gov/Laws/GeneralLaws/'>Massachusetts General Laws Chapter 40, Section 22A</a>)</p>
11758	Electric Vehicle (EV) Charging Station Building Standards	MA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'BUILD', 'title': 'Building Codes', 'category_type': 'regulation'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	amended	2019-03-12	2017-01-03T00:00:00Z	2019-03-12T00:00:00Z	11/12/2020	<p>At least one parking space in any new commercial construction with over 15 parking spaces must be made-ready for EV charging stations. An EV-ready space is defined as a designated parking space with a dedicated branch circuit for EV charging stations. Additional terms and conditions apply.</p><p>(Reference <a href='http://www.malegislature.gov/Laws/GeneralLaws/'>Massachusetts General Laws Chapter 143, Section 94 and 95</a> and <a href='https://www.mass.gov/massachusetts-state-building-code-780-cmr'>Code of Massachusetts Regulations 780-13</a>)</p>
11759	Zero Emission Vehicle (ZEV) and Infrastructure Support	MA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2017-01-03	2017-01-03T00:00:00Z	None	1/23/2017	Zero Emission Vehicle (ZEV) Commission is established to recommend policies to expand access to ZEV infrastructure and to encourage the purchase and lease of these vehicles. The ZEV Commission, comprised of state agencies, is tasked with conducting ZEV feasibility studies on the following topics:<ul><li>Evaluating opportunities for electrification of the state fleet, including vehicles used by the regional transit authorities; and<li>Assessing surcharges, levies, or other assessments to offset projected gas tax revenue loss from the purchase or operation of ZEVs.</ul>For more information, including available reports, see the <a href="https://www.mass.gov/service-details/zero-emission-vehicle-zev-commission">ZEV Commission </a> website.</p><p><p>(Reference <a href='https://malegislature.gov/Laws/SessionLaws'>Session Law Chapter 448, Section 5 and 6, 2016</a> and <a href='http://www.malegislature.gov/Laws/GeneralLaws/'>Massachusetts General Laws Chapter 40, Section 22A</a>)</p>
11767	Public Entity Retail Electric Vehicle (EV) Infrastructure Authorization	VA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	amended	2022-04-08	2017-02-23T00:00:00Z	2022-04-08T00:00:00Z	3/11/2019	<p>Any state government entity, as well as any locality, park authority, public institution of higher education, or school boards, may operate retail fee-based EV charging infrastructure on its property. A locality may restrict use to employees of the locality and authorized visitors and may install signage that details these restrictions. Retail fee-based EV charging provided by state agencies must be offered at rates similar to those in competitive areas. EV charging infrastructure access must be restricted to employees, students, and authorized visitors only during school hours, and must be accompanied by appropriate signage.</p><p>(Reference <a href='http://lis.virginia.gov/000/src.htm'>22.1-131, 56-1.2, 56-1.2:1, 56-232.2:1, and 2.2-614.5</a>)</p>
11768	Alternative Fuel Vehicle Conversion Grants	UT		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'AFTMKTCONV', 'title': 'Aftermarket Conversions', 'category_type': 'tech'}, {'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'GNT', 'title': 'Grants', 'category_type': 'incentive'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}]	amended	2022-03-21	2015-05-12T00:00:00Z	2022-03-21T00:00:00Z	4/8/2022	<p>The Utah Department of Environmental Quality (DEQ) Conversion to Alternate Fuel Grant Program provides grants to businesses and government entities that purchase clean vehicles or install conversion equipment on eligible vehicles that allows the vehicles to operate on alternative fuel or reduces a vehicle’s emissions of regulated pollutants. Award recipients are required to pass these savings along to the individual who purchases the converted vehicle. Grants may cover 100% of the cost of purchasing a clean vehicle or 50% of the cost of conversion, up to $2,500. Eligible clean vehicles must operate solely on alternative fuel, and may include on-road vehicles and off-road equipment. Eligible alternative fuels include propane, natural gas, and electricity. For more information, see the DEQ <a href="http://air.utah.gov/altfuel/index.php">Conversion to Alternative Fuel Grant Program</a> website.</p><p>(Reference <a href='http://le.utah.gov/xcode/code.html'>Utah Code 19-1-401 through 19-1-403.3, and 19-2-301 through 19-2-304</a>)</p>
11774	Clean Diesel Grant 	RI		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ETH', 'title': 'Ethanol', 'category_type': 'tech'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'GNT', 'title': 'Grants', 'category_type': 'incentive'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'user'}, {'code': 'TRANS', 'title': 'Transit', 'category_type': 'user'}]	enacted	2016-06-24	2016-06-24T00:00:00Z	None	2/22/2023	<p>The Rhode Island Clean Diesel Fund provides fleet operators, businesses, local and state government entities, schools districts, and other qualifying entities with reimbursement grants to reduce emissions from medium- and heavy-duty diesel vehicles. Eligible projects include on-road, non-road, and marine vehicle, engine, and equipment replacements. Eligible technology includes new diesel, alternative fuel, and zero emission vehicles. Eligible on-road vehicles must be registered and domiciled in Rhode Island, and 50% of the vehicle miles travelled or hours of operation must be in Rhode Island for at least five years after receiving the grant. For more information, including additional eligibility requirements, see the Rhode Island Department of Environmental Management <a href="https://dem.ri.gov/environmental-protection-bureau/air-resources/mobile-sources/diesel-emissions-reduction-act-dera">Diesel Emissions Reduction Act</a> website.</p><p>(Reference <a href='http://webserver.rilin.state.ri.us/Statutes/'>Rhode Island General Laws 31-47.3-5.1</a>)</p>
11779	Zero Emission Vehicle (ZEV) Fee	CA		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'EVFEE', 'title': 'EV Registration Fee', 'category_type': 'regulation'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'FUEL', 'title': 'Fuel Taxes', 'category_type': 'regulation'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}]	enacted	2017-04-28	2017-04-28T00:00:00Z	None	5/5/2017	<p>ZEV owners must pay an annual road improvement fee of $100 upon vehicle registration or registration renewal for ZEVs model year 2020 and later. The California Department of Motor Vehicles will increase the fee annually to account for inflation, equal to the increase in the California Consumer Price Index for the prior year.</p><p>(Reference <a href='https://leginfo.legislature.ca.gov/faces/home.xhtml'>California Vehicle Code 9250.6</a>)</p>
11783	Electric Vehicle (EV) Charging Station Credit - Pepco	MD		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}, {'code': 'TOU', 'title': 'Time-of-Use Rate', 'category_type': 'incentive'}]	None	None	None	None	4/26/2023	<p>Pepco offers a $50 gift card to residential customers who purchase and install an eligible Level 2 EV charging station. For more information, including qualifying Level 2 EV chargers and how to apply, see the Pepco <a href="https://www.pepco.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicleProgramMD.aspx">EVsmart</a> website.</p>
11787	Electric Vehicle (EV) Fee	TN		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'EVFEE', 'title': 'EV Registration Fee', 'category_type': 'regulation'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'FUEL', 'title': 'Fuel Taxes', 'category_type': 'regulation'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}]	enacted	2017-04-26	2017-04-26T00:00:00Z	None	7/10/2023	<p>In addition to standard registration fees, EV owners must pay an annual fee of $100. Beginning January 1, 2024, annual EV registration fees increase according to the following schedule:</p></p><p><center><table class="table table-bordered"><tr><th>Years</th><th>Annual EV Fee</th></tr><tr><td>2024 to 2026</td><td>$200</td></tr><tr><td>2027</td><td>$274</td></tr><tr><td>2028 and later</td><td>$274, adjusted for annual inflation</td></tr></table></center></p><p><p>Beginning January 1, 2024, in addition to standard registration fees, hybrid electric vehicle (HEV) and plug-in hybrid electric vehicle (PHEV) owners will be subject to the following annual fees:</p></p><p><center><table class="table table-bordered"><tr><th>Years</th><th>Annual EV Fee</th></tr><tr><td>2024 to 2028</td><td>$100</td></tr><tr><td>2028 and later</td><td>$100, adjusted for annual inflation</td></tr></table></center></p><p><p>Low-speed and medium-speed vehicles are exempt from the fee.</p><p>(Reference <a href='https://www.capitol.tn.gov/legislation/'>Tennessee House Bill 321, 2023</a> and <a href='https://www.tncourts.gov/Tennessee%20Code'>Tennessee Code 55-4-116</a>)</p>
11803	Alternative Fueling Infrastructure Grant Program	WA		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'STATION', 'title': 'Alternative Fuel Infrastructure Operator', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GNT', 'title': 'Grants', 'category_type': 'incentive'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	amended	2019-05-07	2015-07-16T00:00:00Z	2019-05-07T00:00:00Z	6/7/2019	<p>The Washington State Department of Transportation (WSDOT) offers competitive grants to strengthen and expand the <a href="http://www.westcoastgreenhighway.com/WAelectrichighways.htm">West Coast Electric Highway</a> network by deploying Level 2 and direct current fast charging (DCFC) electric vehicle (EV) chargers and hydrogen fueling infrastructure along highway corridors in Washington. Eligible project costs include siting, equipment purchases, electrical upgrades, installation, operations, and maintenance. For more information, including funding availability and application periods, see the WSDOT <a href="https://wsdot.wa.gov/business-wsdot/grants/zero-emission-vehicle-grants">Zero Emission Vehicle Grants </a> website.</p><p>(Reference <a href='http://apps.leg.wa.gov/rcw/'>Revised Code of Washington 47.04.350</a>)</p>
11808	Plug-In Electric Vehicle Credit - Vermont Electric Co-op (VEC)	VT		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	12/20/2019	<p>VEC offers a $250 bill credit to members who purchase a new or pre-owned plug-in hybrid electric vehicle (PHEV) and a $500 bill credit to members who purchase a new or pre-owned all-electric vehicle (EV). Members who lease a PHEV are eligible for an annual bill credit of $50 for each year of the lease, and members who lease an EV are eligible for an annual bill credit of $100 for each year of the lease. For more information, including how to apply, see the VEC <a href="https://vermontelectric.coop/energy-transformation-programs">Energy Transformation Program</a> website.</p>
11814	Electric Vehicle (EV) Rebate - Orlando Utilities Commission (OUC)	FL		Utility / Private Incentives	[{'id': 4, 'title': 'Utility / Private Incentives', 'code': 'UPINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	None	None	None	None	7/11/2017	OUC provides rebates of $200 to residential customers who purchase or lease an eligible new or preowned EV. Applicants must apply within six months of the purchase or lease of the EV. For more information, see the OUC <a href="http://www.ouc.com/residential/save-energy-water-money/electric-vehicles-at-home">Electric Vehicles</a> website.\n\n
11818	Alternative Fuel Vehicle Fee	WV		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'EVFEE', 'title': 'EV Registration Fee', 'category_type': 'regulation'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'FUEL', 'title': 'Fuel Taxes', 'category_type': 'regulation'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2017-06-16	2017-06-16T00:00:00Z	None	7/11/2017	<p>In addition to standard registration fees, owners of vehicles fueled with natural gas, hydrogen, or electricity must pay an annual fee of $200. Plug-in hybrid electric vehicle owners must pay an annual fee of $100. (Reference <a href="http://www.wvlegislature.gov/WVCODE/Code.cfm">West Virginia Code</a> 17A-10-3C)</p><p>(Reference <a href='https://code.wvlegislature.gov/'>West Virginia Code 17A-10-3c</a>)</p>
11820	Authorization of Governmental Alternative Fuel Fleet Grant Program	TX		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'OTHER', 'title': 'Other', 'category_type': 'regulation'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}]	enacted	2017-06-12	2017-06-12T00:00:00Z	None	7/11/2017	The Texas Commission on Environmental Quality (TCEQ) must administer a grant program for governmental alternative fuel fleets to provide grants for the purchase or lease of a new vehicle and the purchase, lease, or installation of alternative fueling equipment. Eligible alternative fuels include natural gas, propane, hydrogen, and electricity. State agencies and political subdivisions are eligible to apply for a grant under the program if the entity operates a fleet of more than 15 vehicles. Mass transit and school transportation providers will also be eligible for grants.</p><p>TCEQ must establish standardized vehicle grant amounts based on the incremental costs associated with the purchase or lease of different categories of motor vehicle, including the fuel type, vehicle class, and other categories TCEQ considers appropriate. TCEQ will also establish standardized fueling equipment grant amounts.</p><p>(Reference <a href="http://www.statutes.legis.state.tx.us/">Texas Statutes</a>, Health and Safety Code 386.153)\n
11840	All-Electric Vehicle (EV) Fee	MN		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'EVFEE', 'title': 'EV Registration Fee', 'category_type': 'regulation'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'FUEL', 'title': 'Fuel Taxes', 'category_type': 'regulation'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}]	enacted	2017-05-30	2017-05-30T00:00:00Z	None	7/20/2017	<p>EVs are subject to an additional registration fee of $75.</p><p>(Reference <a href='https://www.revisor.mn.gov/pubs/'>Minnesota Statutes 168.013</a>)</p>
11844	Alternative Fuel Vehicle Fee	SC		Laws and Regulations	[{'id': 5, 'title': 'Laws and Regulations', 'code': 'LAWREG'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'EVFEE', 'title': 'EV Registration Fee', 'category_type': 'regulation'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'FUEL', 'title': 'Fuel Taxes', 'category_type': 'regulation'}, {'code': 'HEV', 'title': 'HEVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}]	enacted	2018-01-01	2018-01-01T00:00:00Z	None	8/9/2017	<p>Owners of plug-in electric vehicles and fuel cell electric vehicles must pay a biennial fee of $120, in addition to standard registration fees. Hybrid electric vehicle owners must pay a biennial fee of $60.</p><p>(Reference <a href='https://www.scstatehouse.gov/code/statmast.php'>South Carolina Code of Laws 56-3-645 and 12-28-110(39))</a>)</p>
11847	Light-Duty Alternative Fuel Vehicle Rebates	TX		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'HY', 'title': 'Hydrogen Fuel Cells', 'category_type': 'tech'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}, {'code': 'PHEV', 'title': 'PHEVs', 'category_type': 'tech'}, {'code': 'LPG', 'title': 'Propane (LPG)', 'category_type': 'tech'}, {'code': 'RBATE', 'title': 'Rebates', 'category_type': 'incentive'}]	enacted	2017-06-12	2017-06-12T00:00:00Z	None	12/19/2019	<p>The Texas Commission on Environmental Quality (TCEQ) administers the Light-Duty Motor Vehicle Purchase or Lease Incentive Program (LDPLIP) as part of the Texas Emissions Reduction Plan (TERP). LDPLIP provides grants for the purchase or lease of a new light-duty vehicle powered by compressed natural gas (CNG), propane, hydrogen, or electricity. CNG and propane vehicles, including bi-fuel vehicles, are eligible for a rebate of up to $5,000. Electric drive vehicles powered by a battery or hydrogen fuel cell, including plug-in hybrid electric vehicles with a battery capacity of at least 4 kilowatt hours, are eligible for a rebate of up to $2,500. One rebate is available per eligible vehicle. Rebates are awarded on a first-come, first-served basis. For more information, including application periods, see the <a href="https://www.tceq.texas.gov/airquality/terp/programs">TERP</a> website.</p><p>(Reference <a href='http://www.statutes.legis.state.tx.us/'>Texas Statutes, Health and Safety Code 386.154</a> and <a href='http://www.sos.state.tx.us/tac/index.shtml'>Texas Administrative Code Title 30 Part 1 Chapter 114 Subchapter K Division 2 Rule 114.610-114.613</a>)</p>
11848	Electric Vehicle (EV) and Natural Gas Vehicle (NGV) Weight Exemption	TX		State Incentives	[{'id': 3, 'title': 'State Incentives', 'code': 'STATEINC'}]	[{'code': 'FLEET', 'title': 'Commercial', 'category_type': 'user'}, {'code': 'ELEC', 'title': 'EVs', 'category_type': 'tech'}, {'code': 'EXEM', 'title': 'Exemptions', 'category_type': 'incentive'}, {'code': 'GOV', 'title': 'Government Entity', 'category_type': 'user'}, {'code': 'NG', 'title': 'Natural Gas', 'category_type': 'tech'}, {'code': 'IND', 'title': 'Personal Vehicle Owner / Driver', 'category_type': 'user'}]	amended	2023-06-02	2017-06-01T00:00:00Z	2023-06-02T00:00:00Z	8/4/2023	<p>EVs and NGVs may exceed the state’s gross vehicle weight limits by up to 2,000 pounds (lbs.). The EV or NGV maximum gross vehicle weight may not exceed 82,000 lbs.</p><p>(Reference <a href='http://www.statutes.legis.state.tx.us/'>Texas Statutes, Transportation Code 621.101</a> and <a href='https://capitol.texas.gov/billlookup/BillNumber.aspx'>Senate Bill 1364, 2023</a>)</p>
